2
4
5
6
7
9
12
15
19
21
22
23
24
26
27
30
33
34
36
37
43
44
16,14
48,39
0,39
45,31
8,45
8,11
40,13
40,14
35,14
1,31
35,39
41,47
40,47
11,45
8,16
0,38
48,31
0,14
16,41
16,39
1,39
10,35
46,31
1,47
0,47
40,48
0,35
41,46
0,25
16,45
11,39
17,46
11,46
35,47
40,10
8,31
0,48
0,41
40,25
41,11
11,14
16,47
38,31
14,31
1,35
40,45
8,25
35,31
25,39
0,40
0,1
25,35
10,39
41,45
48,35
35,13
8,1
40,38
8,47
45,14
35,28
16,40
35,38
45,46
17,31
14,39
25,20
48,11
0,8
16,25
25,31
40,1
25,46
40,39
0,20
40,46
25,47
49,35
41,31
16,35
40,3
8,35
40,28
8,39
40,41
20,45
20,46
46,14
40,31
16,1
40,20
35,11
25,11
0,11
16,31
41,39
16,20
46,39
13,31
11,20
46,47
1,46
8,14
8,20
32,40
17,35
45,39
35,45
41,20
25,41
25,14
13,46
35,3
8,40
20,39
39,31
16,17
1,11
13,39
11,47
16,46
38,39
1,20
0,45
41,35
1,25
0,46
47,39
20,31
8,46
10,31
35,46
1,45
40,35
16,11
8,41
0,31
11,31
0,13
0,16
25,45
20,47
40,11
35,20
47,31
40,17
17,11,38
10,3,20
16,48,3
10,20,38
17,38,47
25,3,17
3,11,38
8,48,10
8,10,28
8,10,13
32,28,39
8,49,48
16,10,13
48,3,46
48,20,38
17,14,47
3,28,46
17,38,25
16,49,3
28,29,46
0,3,28
0,17,29
17,10,47
1,14,41
0,49,28
1,17,49
25,3,13
0,17,3
0,32,3
16,48,29
48,1,41
25,28,38
8,17,48
8,17,13
28,29,31
17,25,49
48,10,45
48,49,16
48,28,46
16,3,38
48,25,3
3,20,38
49,3,39
11,29,38
17,13,1
25,3,28
18,20,14
42,28,39
0,10,29
1,3,14
1,28,13
38,28,46
32,8,48
17,28,39
49,10,46
48,25,10
1,14,49
48,10,20
8,28,13
3,45,47
32,25,13
10,11,28
48,17,45
45,38,47
17,3,39
46,49,38
3,28,31
10,20,14
20,28,38
49,28,39
49,3,31
32,38,46
38,1,14
17,10,45
11,28,13
1,14,17
41,3,14
48,25,17
1,38,41
48,3,45
25,13,38
1,29,17
3,45,38
48,14,47
1,13,41
49,11,38
48,25,38
0,49,10
3,28,39
49,28,31
32,16,48
17,3,20
20,29,14
3,20,14
28,20,13
1,49,41
16,48,13
25,13,17
17,45,47
48,45,38
49,10,11
48,17,47
16,10,3
16,10,28
41,10,14
48,16,10
8,48,13
17,28,47
17,38,1
10,11,13
16,10,38
48,20,14
16,3,28
49,3,46
32,1,14
10,11,38
8,48,28
16,48,38
3,14,47
8,13,38
8,17,3
10,45,47
48,17,1
0,17,49
0,17,28
16,49,10
32,17,1
1,13,14
16,49,13
28,14,47
0,49,3
32,28,31
1,28,41
48,1,14
18,11,38
38,14,47
0,10,3
32,49,31
1,10,17
8,49,10
11,28,38
18,28,39
8,28,38
16,13,38
48,25,13
17,45,38
20,13,38
1,29,14
10,28,20
3,20,13
20,28,14
41,13,14
48,3,20
48,41,14
48,25,28
10,20,13
0,10,28
