4
5
6
7
9
15
19
21
22
24
26
27
30
33
34
36
37
43
44
16,23
25,2
0,39
40,14
40,23
12,47
1,31
35,39
40,47
12,45
12,46
0,23
3,12
16,39
46,23
1,39
45,23
1,2
46,31
16,12
12,20
11,12
0,35
0,25
8,12
2,35
11,46
35,47
12,39
12,14
2,31
25,23
2,20
2,14
17,23
1,35
40,45
2,46
2,11
12,31
35,31
25,39
0,40
0,1
25,35
14,23
16,40
45,46
2,23
14,39
35,12
0,8
12,23
25,31
40,39
40,12
0,20
40,46
25,12
8,2
41,31
2,45
16,35
0,2
8,35
20,23
40,31
48,12
35,11
25,11
0,12
0,11
12,38
16,20
46,39
35,23
47,23
16,2
35,45
1,12
8,40
20,39
2,47
39,31
2,39
31,23
16,46
2,12
0,45
41,35
0,46
20,31
40,2
35,46
39,23
40,35
16,11
0,31
11,31
1,23
0,16
40,11
8,23
35,20
11,23
48,16,31
48,2,13
8,49,25
16,10,14
16,45,47
45,38,39
48,8,31
1,14,41
48,41,2
8,20,45
0,13,47
8,1,20
8,38,39
13,46,47
48,20,46
16,45,14
35,28,38
25,46,47
11,38,47
8,25,20
41,2,49
45,38,31
41,38,39
16,49,14
1,20,41
40,1,48
40,48,20
41,46,17
0,48,14
41,45,47
8,49,39
16,48,14
40,25,3
40,32,20
41,25,47
20,45,47
41,1,47
41,20,47
8,49,11
17,46,1
2,28,38
49,2,38
17,12,13
17,2,41
41,18,23
41,11,47
48,1,45
25,46,1
8,13,46
35,13,38
28,38,39
32,2,38
1,28,20
10,11,45
40,17,20
1,11,14
16,1,14
16,10,45
0,41,48
17,46,14
41,10,23
40,1,20
2,28,13
8,1,47
16,48,45
8,29,46
10,11,47
40,17,41
10,12,42
8,48,20
10,11,39
8,25,38
31,14,47
16,28,47
8,49,31
38,46,14
8,10,31
25,20,13
48,41,39
32,25,45
40,20,38
40,13,38
1,25,41
40,25,48
16,25,38
48,45,39
11,20,13
16,25,17
17,25,41
46,38,47
16,10,31
11,20,28
25,45,38
48,38,23
8,10,47
8,16,1
8,10,45
32,48,2
8,1,14
48,13,23
0,41,47
48,28,23
16,14,31
17,28,12
41,28,39
16,41,1
40,25,20
10,45,31
28,46,14
8,46,38
1,11,47
8,10,11
40,17,28
48,38,31
11,20,38
48,2,10
16,38,47
8,3,46
48,17,31
16,29,31
0,41,13
25,28,45
17,2,38
8,11,20
1,14,47
48,25,8
10,38,39
1,17,47
25,18,45
8,20,47
16,49,31
16,25,3
16,45,31
32,17,12
17,25,47
41,39,47
0,17,38
3,28,23
40,41,13
1,3,45
11,20,14
40,1,17
41,2,38
25,20,46
8,25,1
25,3,45
10,14,31
17,20,25
11,47,39
28,39,47
48,1,46
17,35,38
41,12,49
0,13,14
40,41,28
3,13,23
48,45,31
17,10,39
8,17,25
8,13,45
1,17,25
48,49,23
28,14,31
46,1,14
16,28,31
0,17,47
25,20,45
48,2,28
25,46,14
47,45,31
25,45,14
49,41,39
17,12,41
1,3,46
40,10,3
48,41,23
48,25,16
16,38,14
16,25,28
28,13,23
1,45,13
1,11,20
40,25,1
48,2,18
11,38,39
40,10,28
1,46,49
8,11,14
8,42,39
48,2,3
48,17,39
8,28,39
8,41,46
48,11,39
48,11,47
25,20,41
48,41,11
48,14,31
8,39,47
8,16,31
38,1,46
8,10,39
20,28,45
20,38,47
3,47,39
8,3,45
16,41,47
42,12,13
16,25,1
40,41,20
48,38,39
17,39,47
8,11,45
16,41,45
16,25,13
38,35,14
16,41,3
48,8,39
41,2,13
1,10,45
10,11,20
29,14,31
48,46,14
16,31,47
32,12,13
8,17,46
16,13,45
1,11,49
8,11,13
16,25,45
8,48,11
49,12,13
16,1,45
8,17,20
40,25,10
40,10,20
16,25,49
25,14,47
16,3,31
40,10,13
16,13,47
40,3,20
48,35,38
16,38,31
48,49,2
1,13,46
40,17,48
8,16,41
25,20,47
